ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,Date,Genome_coverage,Assembly_method,Sequencing_technology,Assembly_type,Assembly_level,scaffold_N50,scaffold_count,total_length,gene_count,gene_length_mean,exon_count,exon_length_mean,CDS_count,CDS_length_mean,intron_count,intron_length_mean
GCA_002370815.1_ASM237081v1,301365,Metschnikowia hamakuensis,UWOPS 04-199.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia hamakuensis,2017-09-26,308x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,73113,2081,19043437,0,0,0,0,0,0,0,0
GCA_002893645.1_ASM289364v1,197672,Metschnikowia hawaiiana,UWOPS91-698.3,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,[Candida] hawaiiana,2018-01-19,726.2x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,794987,151,11848502,0,0,0,0,0,0,0,0
GCA_015501075.1_Gymjun1,109634,Gymnopilus junonius,AH 44721,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Cortinariaceae,Gymnopilus,Gymnopilus junonius,2020-11-16,101.97x,Falcon v. 0.4.2,PacBio,haploid,Contig,,,59461163,16646,1631.323260843446,96048,225.6372542895219,92795,203.13154803599332,79399,69.06432070932884
GCA_010405425.1_Lenfl1,690899,Lentithecium fluviatile,CBS 122367,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Lentitheciaceae,Lentithecium,Lentithecium fluviatile,2020-02-10,85.4x,AllPathsLG v. R42328,Illumina,haploid,Scaffold,1053498,195,54688705,16771,1579.8111024983602,45055,526.8080790145378,44305,470.16438325245457,28249,98.32921519345818
GCA_002370325.1_ASM237032v1,27323,Metschnikowia hawaiiensis,UWOPS 87-2203.2,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia hawaiiensis,2017-09-26,261x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,95979,1700,18609414,0,0,0,0,0,0,0,0
GCA_002374725.1_ASM237472v1,73520,Metschnikowia hibisci,UWOPS 95-797.2,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia hibisci,2017-09-26,174x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,934225,528,11491640,0,0,0,0,0,0,0,0
GCA_002374535.1_ASM237453v1,301367,Metschnikowia kamakouana,UWOPS 04-112.5,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia kamakouana,2017-09-26,198x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,431929,867,15884892,0,0,0,0,0,0,0,0
GCA_002370135.1_ASM237013v1,197673,Metschnikowia kipukae,UWOPS 00-669.2,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia kipukae,2017-09-26,170x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,857426,154,11250196,0,0,0,0,0,0,0,0
GCA_002370915.1_ASM237091v1,135832,Metschnikowia lochheadii,UWOPS 99-661.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia lochheadii,2017-09-26,192x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,73966,2122,20085396,0,0,0,0,0,0,0,0
GCA_002370695.1_ASM237069v1,1697387,Metschnikowia matae var. maris,UFMG-CM-Y397T,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia matae,2017-09-26,196x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,122594,2358,21569315,0,0,0,0,0,0,0,0
GCA_002374555.1_ASM237455v1,301368,Metschnikowia mauinuiana,UWOPS 04-190.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia mauinuiana,2017-09-26,221x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,207613,893,17492736,0,0,0,0,0,0,0,0
GCA_002893665.1_ASM289366v1,150224,Metschnikowia orientalis,UWOPS99-745.6,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia orientalis,2018-01-19,644.6x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,504860,402,12650108,0,0,0,0,0,0,0,0
GCA_009932455.1_ASM993245v1,27326,Metschnikowia pulcherrima,Bath1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,2020-01-27,40.0x,AllPaths LG v. unknown,Illumina,haploid,Scaffold,100954,524,21765767,0,0,0,0,0,0,0,0
GCA_002370515.1_ASM237051v1,1150643,Metschnikowia proteae,EBD-T1Y1T,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia proteae,2017-09-26,194x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,414643,729,12519824,0,0,0,0,0,0,0,0
GCA_004217705.1_ASM421770v1,2163413,Metschnikowia aff. pulcherrima,APC 1.2,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia aff. pulcherrima,2019-02-20,254.0x,PacBio SMRT Portal (Canu) v. 2.3.0,PacBio,haploid,Complete Genome,,,15801215,6018,1461.4278830176138,6151,1427.641359128597,5874,1486.6521961184883,117,127.64102564102564
GCA_003401635.1_MR1_a14_ref,27327,Metschnikowia reukaufii,MR1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia reukaufii,2018-08-20,82.0x,SMRTAnalysis v. 1.2,PacBio,haploid,Chromosome,,,15552339,0,0,0,0,0,0,0,0
GCA_002374485.1_ASM237448v1,197674,Metschnikowia santaceciliae,UWOPS 01-517a1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia santaceciliae,2017-09-26,182x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,73270,2039,20853671,0,0,0,0,0,0,0,0
GCA_002374645.1_ASM237464v1,353899,Metschnikowia shivogae,UWOPS 04-310.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia shivogae,2017-09-26,216x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,536006,359,10820774,0,0,0,0,0,0,0,0
GCA_002370765.1_ASM237076v1,473037,Metschnikowia similis,UWOPS 03-133.4,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia similis,2017-09-26,170x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,109374,1428,17467279,0,0,0,0,0,0,0,0
GCA_002370185.1_ASM237018v1,1807684,Metschnikowia sp. 01-655c1,UWOPS 01-655c1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 01-655c1,2017-09-26,181x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,121045,2055,20972907,0,0,0,0,0,0,0,0
GCA_002370645.1_ASM237064v1,1807683,Metschnikowia sp. 00-154.1,UWOPS 00-154.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 00-154.1,2017-09-26,136x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,44709,2513,21049525,0,0,0,0,0,0,0,0
GCA_002370795.1_ASM237079v1,1807685,Metschnikowia sp. 03-147.1,UWOPS 03-147.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 03-147.1,2017-09-26,166x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,148013,1624,15024813,0,0,0,0,0,0,0,0
GCA_002374635.1_ASM237463v1,1807686,Metschnikowia sp. 04-218.3,UWOPS 04-218.3,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 04-218.3,2017-09-26,256x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,192406,2198,18216584,0,0,0,0,0,0,0,0
GCA_002370245.1_ASM237024v1,1807687,Metschnikowia sp. 04-226.1,UWOPS 04-226.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 04-226.1,2017-09-26,265x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,412441,956,16107639,0,0,0,0,0,0,0,0
GCF_003144205.1_Meimi1,1280837,Meira miltonrushii,MCA 3882,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Brachybasidiaceae,Meira,Meira miltonrushii,2018-05-21,99.6x,Allpaths-LG v. R49403,Illumina,haploid,Scaffold,4542697,32,17383515,7484,1724.714858364511,12133,1015.9532679469216,11952,925.7193775100402,4648,125.06798623063683
GCA_002374735.1_ASM237473v1,1807688,Metschnikowia sp. 13-106.1,UWOPS 13-106.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 13-106.1,2017-09-26,200x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,74751,2140,20855178,0,0,0,0,0,0,0,0
GCA_002894445.1_ASM289444v1,1769792,Metschnikowia sp. AWRI3582,AWRI3582,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. AWRI3582,2018-01-22,60.0x,MIRA v. v4.0.2,Illumina,haploid,Contig,,,13869994,0,0,0,0,0,0,0,0
GCA_002370575.1_ASM237057v1,1807689,Metschnikowia sp. M2Y3,EBD-CdV M2Y3,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. M2Y3,2017-09-26,201x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,1060904,195,11550567,0,0,0,0,0,0,0,0
GCA_009756535.1_ASM975653v1,2654413,Metschnikowia sp. UFMG-CM-y6306,UFMG-CM-y6306,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. UFMG-CM-y6306,2019-12-16,83x,ABySS v. 1.5.2,Illumina HiSeq,haploid,Scaffold,353151,731,16737415,0,0,0,0,0,0,0,0
GCA_009756565.1_ASM975656v1,2654412,Metschnikowia sp. UWOPS 03-167b3,UWOPS 03-167b3,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. UWOPS 03-167b3,2019-12-16,119x,ABySS v. 1.5.2,Illumina HiSeq,haploid,Scaffold,198958,1962,17037248,0,0,0,0,0,0,0,0
GCA_009756645.1_ASM975664v1,2654411,Metschnikowia sp. UWOPS 12.619.2,UWOPS 12.619.2,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. UWOPS 12.619.2,2019-12-16,93x,ABySS v. 1.5.2,Illumina HiSeq,haploid,Scaffold,281494,868,16651307,0,0,0,0,0,0,0,0
GCA_003705555.1_ASM370555v1,304220,Meyerozyma athensensis,NRRL Y-27644,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma athensensis,2018-10-31,26x,SPADES v. 3.7,Illumina HiSeq 2500,haploid,Contig,,,9664665,0,0,0,0,0,0,0,0
GCA_001599235.1_JCM_9396_assembly_v001,374178,Meyerozyma carpophila,JCM 9396,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma carpophila,2016-03-01,273x,ALLPATHS-LG v. 52155,HiSeq 2500,haploid,Scaffold,1643132,10,10242926,0,0,0,0,0,0,0,0
GCA_000755205.1_ASM75520v1,66948,Meyerozyma caribbica,MG20W,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma caribbica,2014-09-04,21x,Newbler v. 2.5.3,454,haploid,Contig,,,10609282,0,0,0,0,0,0,0,0
GCA_001244265.2_MvSlA1A2r3c,288795,Microbotryum lychnidis-dioicae p1A1 Lamole,MvSl-1064,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum lychnidis-dioicae,2015-07-31,150x,,,haploid,Scaffold,2275168,20,33172729,0,0,0,0,0,0,0,0
GCA_003665825.1_ASM366582v1,370302,Microbotryum silenes-acaulis,1248,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum silenes-acaulis,2018-10-17,50x,Celera Assembler v. 1.4,PacBio,haploid,Contig,,,29858089,0,0,0,0,0,0,0,0
GCA_014805725.1_ASM1480572v1,796604,Microbotryum silenes-dioicae,1303,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum silenes-dioicae,2020-09-30,50x,Celera Assembler v. 1.4,PacBio,haploid,Contig,,,33940557,0,0,0,0,0,0,0,0
GCF_001664035.1_Metbi1,280587,Metschnikowia bicuspidata var. bicuspidata,NRRL YB-4993,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia bicuspidata,2016-06-17,16x,Newbler v. 2.5,454; Illumina,haploid,Scaffold,,,16055203,6086,1437.2896812356228,7614,1108.4063567113212,7290,1050.6521262002743,1523,204.28299409061063
GCA_900015485.1_MvSp-1252-A2-R1,5272,Microbotryum violaceum,1252,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,2016-12-23,150x,,,haploid,Contig,,,39900209,0,0,0,0,0,0,0,0
GCA_004369135.1_Denbi1,1314803,Dendrothele bispora,CBS 962.96,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,,Dendrothele,Dendrothele bispora,2019-03-25,103.6x,AllPathsLG v. R44849,Illumina,haploid,Scaffold,117687,3942,130650616,34105,1536.2711039437033,171672,227.98593247588425,167589,214.3080512444134,137512,96.47414771074524
GCA_002786065.1_ASM278606v1,766055,Microcyclospora pomicola,SP1-49Fa,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Capnodiales,,Microcyclospora,Microcyclospora pomicola,2017-11-17,124.0x,ABySS v. 1.9.0,Illumina HiSeq,haploid,Scaffold,557301,109,23500136,0,0,0,0,0,0,0,0
GCA_003012245.1_Microcyclospora_tardicrescens_HJS1936_MTARD_contigs,766056,Microcyclospora tardicrescens,HJS1936,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Capnodiales,,Microcyclospora,Microcyclospora tardicrescens,2018-03-20,50x,CLC NGS Cell v. 8.5,Illumina MiSeq,haploid,Scaffold,169506,1069,26203433,0,0,0,0,0,0,0,0
GCA_002785985.1_ASM278598v1,766057,Microcyclosporella mali,UMD1a,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Microcyclosporella,Microcyclosporella mali,2017-11-17,65.0x,ABySS v. 1.9.0,Illumina HiSeq,haploid,Scaffold,1515252,120,27977477,0,0,0,0,0,0,0,0
GCA_015476405.1_ASM1547640v1,5353,Lentinula edodes,L808,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes,2020-11-16,75.0x,SMARTdenovo v. Feb-2018,PacBio Sequel,haploid,Chromosome,4935280,25,45870312,9852,3521.8341453511975,55472,260.8633364580329,55472,260.8633364580329,45668,85.64695191381274
GCA_003708105.2_ASM370810v2,45597,Middelhovenomyces tepae,NRRL Y-17670,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,,Middelhovenomyces,Middelhovenomyces tepae,2018-11-20,70x,SPADES v. 3.7,Illumina HiSeq 2500,haploid,Scaffold,1060276,291,15073782,0,0,0,0,0,0,0,0
GCA_001600675.1_JCM_10732_assembly_v001,28986,Millerozyma acaciae,JCM 10732,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Millerozyma,Millerozyma acaciae,2016-03-01,248x,ALLPATHS-LG v. 52488,HiSeq 2500,haploid,Scaffold,1450032,10,11065882,0,0,0,0,0,0,0,0
GCA_005406065.1_Metsp_1.0,2562755,Metschnikowia sp. JCM 33374,JCM 33374,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. JCM 33374,2019-04-17,48x,Canu v. 1.7; Racon v. 1.3.1; Pilon v. 1.22,Illumina MiSeq: Nanopore MnION,haploid,Contig,,,20114833,6658,1427.1109942925802,0,0,8096,1136.704668972332,0,0
GCA_015179125.1_Gaumor1_1,112417,Gautieria morchelliformis,GMNE.BST,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallomycetidae,Gomphales,Gautieriaceae,Gautieria,Gautieria morchelliformis,2020-11-02,Unknown,Falcon v. 20150310,PacBio,haploid,Contig,,,122807766,20433,1473.5513629912396,113671,206.75519701594953,108197,184.82225939721064,93222,70.950397974727
GCA_002196765.1_ASM219676v1,4920,Millerozyma farinosa,KCTC 27753,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Millerozyma,Millerozyma farinosa,2017-06-16,92.0x,FALCON assembler v. 2.4,PacBio,haploid,Contig,,,21255474,0,0,0,0,0,0,0,0
GCA_001275765.2_ASM127576v2,100816,Madurella mycetomatis,mm55,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,,Madurella,Madurella mycetomatis,2016-03-09,43.5x,SPAdes v. 3.6.2; PBJelly v. 2,Illumina; 454; PacBio,haploid,Scaffold,81844,804,36704944,10707,1641.0436163257682,30118,528.9329636762069,30118,528.9329636762069,19411,84.50110761939106
GCA_003676015.1_ASM367601v1,2028340,Meyerozyma sp. JA9,JA9,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma sp. JA9,2018-10-23,100.0x,AllPaths v. 44849,Illumina MiSeq; Illumina HiSeq,haploid,Scaffold,1257365,25,10345630,5016,1621.2757177033493,5744,1386.162430362117,5744,1386.162430362117,728,233.70054945054946
GCF_000149425.1_ASM14942v1,4929,Meyerozyma guilliermondii,ATCC 6260,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,2007-05-08,,,,haploid,Scaffold,1701016,9,10609954,6056,1372.9463342140027,6077,1367.9953924633865,5935,1398.8748104465037,15,113.86666666666666
GCA_019671135.1_ASM1967113v1,64524,Linnemannia hyalina,SCG-10,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia hyalina,2021-08-18,265.0x,HGAP4 v. 9,PacBio Sequel,haploid,Contig,,,51558230,13010,2131.5654880860875,49661,422.69434767725176,49344,424.93344682230867,36651,183.90338599219666
GCA_014905795.1_ASM1490579v1,2053757,Metschnikowia persimmonesis,KIOM G15050,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia persimmonesis,2020-10-21,77.0x,FALCON v. 0.2.1,PacBio RSII,haploid,Contig,,,16473584,6939,1284.2547917567372,8795,972.9890847072201,8793,969.921187308086,1856,190.7354525862069
GCA_003004725.1_ASM300472v1,2039273,Moesziomyces sp. F16C1,F16C1,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Moesziomyces,Moesziomyces sp. F16C1,2018-03-15,440x,SAGE v. 9.2014,Illumina HiSeq,haploid,Contig,,,18325855,0,0,0,0,0,0,0,0
GCA_003004715.1_ASM300471v1,2039272,Moesziomyces sp. F5C1,F5C1,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Moesziomyces,Moesziomyces sp. F5C1,2018-03-15,304x,SAGE v. 9.2014,Illumina HiSeq,haploid,Contig,,,18287837,0,0,0,0,0,0,0,0
GCA_018806995.1_ASM1880699v1,89488,Monascus pilosus,MS-1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Monascus,Monascus pilosus,2021-06-09,140x,SMRT Link v. 5.1.0,Illumina NovaSeq; PacBio Sequel,haploid,Contig,,,26196030,0,0,0,0,0,0,0,0
GCA_009982855.1_Lizem1,1496277,Lizonia empirigonia,CBS 542.76,Ascomycota,Pezizomycotina,Dothideomycetes,,,Pseudoperisporiaceae,Lizonia,Lizonia empirigonia,2020-01-29,103x,AllPathsLG v. R49403,Illumina,haploid,Contig,,,51521545,12592,1430.9963468869123,32716,497.66374251130947,32587,499.28686285942246,20120,86.3758449304175
GCA_011319195.1_ASM1131919v1,5098,Monascus purpureus,YJX-8,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Monascus,Monascus purpureus,2020-03-16,342.0x,Celera Assembler v. 8.3,PacBio RSII,haploid,Contig,,,24529005,0,0,0,0,0,0,0,0
GCA_002976275.1_ASM297627v1,89489,Monascus ruber,FWB13,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Monascus,Monascus ruber,2018-03-07,250.0x,SOAP v. 2.04,Illumina HiSeq,haploid,Contig,,,26294404,0,0,0,0,0,0,0,0
GCA_001630335.1_Fibsp1,436010,Fibularhizoctonia sp. CBS 109695,CBS 109695,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Atheliales,Atheliaceae,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,2016-04-25,30.5x,Allpaths-LG v. R44008,Illumina; PacBio,haploid,Scaffold,289599,1914,95118143,33034,1461.244233214264,152609,242.38554737925023,147977,222.39838623569878,119566,94.40773296756603
GCA_003971905.1_ASM397190v1,2020907,Moniliella sp. 'wahieum',ATCC MYA-4962,Basidiomycota,Ustilaginomycotina,Moniliellomycetes,,Moniliellales,Moniliellaceae,Moniliella,Moniliella sp. 'wahieum',2018-12-21,73.6 x,FALCON v. 0.3.0,PacBio,haploid,Contig,,,69496977,0,0,0,0,0,0,0,0
GCA_002162555.1_ASM216255v1,61194,Monilinia aucupariae,LMK 733,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Monilinia,Monilinia aucupariae,2017-05-31,68.0x,ABySS v. 1.3.4,Illumina HiSeq2000,haploid,Scaffold,1499358,505,54948206,0,0,0,0,0,0,0,0
GCA_016097855.1_UCR_MgamAD045_1.0,64522,Linnemannia gamsii,AD045,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia gamsii,2020-12-16,12.0x,SPAdes v. 3.13.1; AAFTF v. 0.2.3,Illumina HiSeq,haploid,Scaffold,33479,3359,49262965,12824,1977.8339051777916,47016,415.69216862344734,46915,416.4223382713418,34192,170.20235727655592
GCA_002204255.1_ASM220425v1,503106,Marssonina coronariae,NL1,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Dermateaceae,Marssonina,Marssonina coronariae,2017-06-21,108.78x,SOAPdenovo v. 2.0,Illumina HiSeq,haploid,Scaffold,231377,589,50267101,9355,1649.9382148583645,28929,471.4954198209409,28929,471.4954198209409,19061,106.09060385079482
GCA_002909645.1_ASM290964v1,255361,Monilinia polystroma,SP-61,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Monilinia,Monilinia polystroma,2018-01-31,144x,CLC NGS Cell v. 5.0.4,Illumina MiSeq,haploid,Scaffold,140651,1188,44633789,0,0,0,0,0,0,0,0
GCF_010093625.1_Macan1,301207,Macroventuria anomochaeta,CBS 525.71,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Macroventuria,Macroventuria anomochaeta,2020-01-31,116.6x,AllPathsLG v. R47710,Illumina,haploid,Scaffold,658664,75,33336106,13076,1606.8198225757112,32376,596.9704719545342,31602,524.7089741155623,19294,87.27215714729968
GCA_016097895.1_UCR_MexiNRRL28262_1.0,604196,Linnemannia exigua,NRRL 28262,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia exigua,2020-12-16,9.0x,SPAdes v. 3.13.1; AAFTF v. 0.2.3,Illumina HiSeq,haploid,Scaffold,19879,5084,48115323,12188,1930.8736462093864,45461,392.2755988649612,45393,392.75051219351,33273,171.31749466534427
GCF_000804445.1_MAM_1.0_for_version_1_of_the_Metarhizium_album_genome,92629,Metarhizium album,ARSEF 1941,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium album,2014-12-18,117.07x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,1086596,257,30449065,8472,1668.515462700661,22300,573.7878026905829,22300,573.7878026905829,13828,96.91893260052068
GCA_000697645.1_Galma1,109633,Galerina marginata,CBS 339.88,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Galerina,Galerina marginata,2014-06-06,34x,Newbler v. 2.5,454; Illumina,haploid,Scaffold,1219514,414,59418196,21537,1618.9399173515346,113526,247.89221852262918,109607,224.9240285748173,91986,73.1126910616833
